# EVM prediction: Mode:STANDARD S-ratio: 2.26 323-619 orient(-) score(821.00) noncoding_equivalent(364.08) raw_noncoding(364.08) offset(0.00)
619	323	single-	4	6	{Augustus_model.g3389.t1;Augustus}
872448	872597	internal+	2	1	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
872598	872668	INTRON			{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3688/Target=lcl|PJQD01000013_1_prot_POY75665_1_749;exonerate},{ev_type:exonerate/ID=match.2566964.3690/Target=lcl|KQ954483_1_prot_KWU44041_1_3656;exonerate}
872669	872712	terminal+	2	3	{GlimmerHMM_glimmerT_4383-T1;GlimmerHMM},{GeneMark_model.4674_t;GeneMark},{Augustus_model.g3692.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 21.49 874786-876939 orient(+) score(8229.00) noncoding_equivalent(383.00) raw_noncoding(387.00) offset(4.00)
874786	876708	initial+	1	3	{GeneMark_model.4675_t;GeneMark}
876709	876798	INTRON			{GeneMark_model.4675_t;GeneMark},{GlimmerHMM_glimmerT_4384-T1;GlimmerHMM}
876799	876939	terminal+	1	3	{GeneMark_model.4675_t;GeneMark},{GlimmerHMM_glimmerT_4384-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.74 877208-880209 orient(-) score(18664.00) noncoding_equivalent(4991.69) raw_noncoding(6035.00) offset(1043.31)
878138	877208	terminal-	6	6	{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM}
878205	878139	INTRON			{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
878394	878206	internal-	6	5	{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
878465	878395	INTRON			{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
878766	878466	internal-	5	5	{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
878836	878767	INTRON			{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
879089	878837	internal-	4	4	{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
879152	879090	INTRON			{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
879365	879153	internal-	4	6	{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
879461	879366	INTRON			{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
879715	879462	internal-	5	6	{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
879787	879716	INTRON			{GeneMark_model.4676_t;GeneMark},{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM},{ev_type:exonerate/ID=match.2566964.3686/Target=lcl|KQ954483_1_prot_KWU44039_1_3654;exonerate},{ev_type:exonerate/ID=match.2566964.3684/Target=lcl|PJQD01000013_1_prot_POY75663_1_747;exonerate}
879848	879788	internal-	4	4	{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM}
879933	879849	INTRON			{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM}
880209	879934	initial-	4	6	{HiQ_model.g3694.t1;HiQ},{GlimmerHMM_glimmerT_4385-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 7.63 880360-882612 orient(+) score(8300.00) noncoding_equivalent(1088.00) raw_noncoding(1254.00) offset(166.00)
880360	880645	initial+	1	1	{Augustus_model.g3695.t1;Augustus},{GeneMark_model.4677_t;GeneMark},{GlimmerHMM_glimmerT_4386-T1;GlimmerHMM}
880646	880716	INTRON			{Augustus_model.g3695.t1;Augustus},{GeneMark_model.4677_t;GeneMark},{GlimmerHMM_glimmerT_4386-T1;GlimmerHMM}
880717	880855	internal+	2	2	{Augustus_model.g3695.t1;Augustus},{GeneMark_model.4677_t;GeneMark},{GlimmerHMM_glimmerT_4386-T1;GlimmerHMM}
880856	880916	INTRON			{Augustus_model.g3695.t1;Augustus},{GeneMark_model.4677_t;GeneMark},{GlimmerHMM_glimmerT_4386-T1;GlimmerHMM}
880917	881014	internal+	3	1	{Augustus_model.g3695.t1;Augustus},{GeneMark_model.4677_t;GeneMark},{GlimmerHMM_glimmerT_4386-T1;GlimmerHMM}
881015	881077	INTRON			{Augustus_model.g3695.t1;Augustus},{GeneMark_model.4677_t;GeneMark},{GlimmerHMM_glimmerT_4386-T1;GlimmerHMM}
881078	882612	terminal+	2	3	{Augustus_model.g3695.t1;Augustus},{GeneMark_model.4677_t;GeneMark},{GlimmerHMM_glimmerT_4386-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 4.49 882804-888783 orient(-) score(20364.00) noncoding_equivalent(4536.16) raw_noncoding(5980.00) offset(1443.84)
882914	882804	terminal-	4	6	{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
882978	882915	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
883490	882979	internal-	5	6	{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
883553	883491	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
884283	883554	internal-	4	4	{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
884343	884284	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
884457	884344	internal-	4	6	{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
884518	884458	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
885015	884519	internal-	5	6	{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
885073	885016	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark},{snap_scaffold_10-snap.358-T1;snap}
885488	885074	internal-	4	4	{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
885545	885489	INTRON			{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
885665	885546	internal-	4	6	{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
885733	885666	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
885877	885734	internal-	4	6	{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
885956	885878	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus},{GeneMark_model.4678_t;GeneMark}
887217	885957	internal-	6	6	{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus}
887818	887218	INTRON			{GlimmerHMM_glimmerT_4387-T1;GlimmerHMM},{Augustus_model.g3696.t1;Augustus}
888087	887819	internal-	4	5	{GeneMark_model.4679_t;GeneMark},{Augustus_model.g3696.t1;Augustus}
888156	888088	INTRON			{GeneMark_model.4679_t;GeneMark},{Augustus_model.g3696.t1;Augustus}
888783	888157	initial-	4	6	{GeneMark_model.4679_t;GeneMark},{Augustus_model.g3696.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 3.34 889309-892015 orient(+) score(9061.00) noncoding_equivalent(2709.36) raw_noncoding(3218.42) offset(509.06)
889309	889588	initial+	1	1	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
889589	889652	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
889653	889737	internal+	2	2	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
889738	889802	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
889803	890077	internal+	3	1	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus}
890078	890139	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus}
890140	890483	internal+	2	3	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{GeneMark_model.4680_t;GeneMark}
890484	890560	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
890561	890947	internal+	1	3	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
890948	891029	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
891030	891098	internal+	1	3	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
891099	891164	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
891165	891306	internal+	1	1	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
891307	891376	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
891377	891883	internal+	2	1	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
891884	891947	INTRON			{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4680_t;GeneMark}
891948	892015	terminal+	2	3	{GlimmerHMM_glimmerT_4388-T1;GlimmerHMM},{GeneMark_model.4680_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 2.50 892240-893720 orient(+) score(4556.00) noncoding_equivalent(1820.47) raw_noncoding(2300.51) offset(480.04)
892240	892393	initial+	1	1	{GlimmerHMM_glimmerT_4389-T1;GlimmerHMM},{GeneMark_model.4681_t;GeneMark}
892394	892464	INTRON			{GlimmerHMM_glimmerT_4389-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
892465	892525	internal+	2	2	{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
892526	892599	INTRON			{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
892600	892672	internal+	3	3	{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
892673	892750	INTRON			{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
892751	893234	internal+	1	1	{GlimmerHMM_glimmerT_4389-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
893235	893313	INTRON			{GlimmerHMM_glimmerT_4389-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
893314	893420	internal+	2	3	{GlimmerHMM_glimmerT_4389-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
893421	893504	INTRON			{GlimmerHMM_glimmerT_4389-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}
893505	893720	terminal+	1	3	{GlimmerHMM_glimmerT_4389-T1;GlimmerHMM},{Augustus_model.g3697.t1;Augustus},{GeneMark_model.4681_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 4.37 893873-895544 orient(-) score(5542.00) noncoding_equivalent(1267.39) raw_noncoding(1336.07) offset(68.68)
894535	893873	terminal-	4	6	{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{snap_scaffold_10-snap.364-T1;snap}
894599	894536	INTRON			{GeneMark_model.4682_t;GeneMark},{Augustus_model.g3698.t1;Augustus},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM}
895544	894600	initial-	4	6	{GeneMark_model.4682_t;GeneMark},{Augustus_model.g3698.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 2.01 895787-896643 orient(-) score(3146.00) noncoding_equivalent(1569.03) raw_noncoding(1947.03) offset(378.00)
895857	895787	terminal-	5	6	{GeneMark_model.4683_t;GeneMark},{Augustus_model.g3699.t1;Augustus}
895946	895858	INTRON			{GeneMark_model.4683_t;GeneMark},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3699.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3838/Target=lcl|KQ954483_1_prot_KWU44033_1_3648;exonerate}
896075	895947	internal-	5	4	{GeneMark_model.4683_t;GeneMark},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3699.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3838/Target=lcl|KQ954483_1_prot_KWU44033_1_3648;exonerate}
896163	896076	INTRON			{GeneMark_model.4683_t;GeneMark},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3699.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3838/Target=lcl|KQ954483_1_prot_KWU44033_1_3648;exonerate}
896230	896164	internal-	4	4	{GeneMark_model.4683_t;GeneMark},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3699.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3838/Target=lcl|KQ954483_1_prot_KWU44033_1_3648;exonerate}
896299	896231	INTRON			{GeneMark_model.4683_t;GeneMark},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3699.t1;Augustus},{ev_type:exonerate/ID=match.2566964.3838/Target=lcl|KQ954483_1_prot_KWU44033_1_3648;exonerate}
896370	896300	internal-	5	6	{GeneMark_model.4683_t;GeneMark},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3699.t1;Augustus}
896486	896371	INTRON			{GeneMark_model.4683_t;GeneMark},{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3699.t1;Augustus}
896643	896487	initial-	4	4	{GeneMark_model.4683_t;GeneMark},{Augustus_model.g3699.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 4.50 896887-899615 orient(-) score(9246.00) noncoding_equivalent(2053.56) raw_noncoding(2386.15) offset(332.60)
897447	896887	terminal-	4	6	{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
897514	897448	INTRON			{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
897877	897515	internal-	4	6	{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
897942	897878	INTRON			{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
898100	897943	internal-	5	6	{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
898163	898101	INTRON			{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
898264	898164	internal-	6	4	{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
898332	898265	INTRON			{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}
899615	898333	initial-	4	5	{GlimmerHMM_glimmerT_4390-T1;GlimmerHMM},{Augustus_model.g3700.t1;Augustus},{GeneMark_model.4684_t;GeneMark}

# EVM prediction: Mode:STANDARD S-ratio: 1.58 899886-900880 orient(+) score(2802.00) noncoding_equivalent(1768.19) raw_noncoding(2421.98) offset(653.79)
899886	899902	initial+	1	2	{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{Augustus_model.g3701.t1;Augustus}
899903	900068	INTRON			{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{Augustus_model.g3701.t1;Augustus}
900069	900194	internal+	3	2	{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900195	900253	INTRON			{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900254	900349	internal+	3	2	{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900350	900415	INTRON			{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900416	900483	internal+	3	1	{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900484	900572	INTRON			{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900573	900700	internal+	2	3	{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900701	900790	INTRON			{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}
900791	900880	terminal+	1	3	{GlimmerHMM_glimmerT_4391-T1;GlimmerHMM},{GeneMark_model.4685_t;GeneMark},{Augustus_model.g3701.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 1.61 901311-901758 orient(+) score(1104.00) noncoding_equivalent(687.27) raw_noncoding(1020.79) offset(333.53)
901311	901462	initial+	1	2	{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus},{GlimmerHMM_glimmerT_4392-T1;GlimmerHMM}
901463	901538	INTRON			{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
901539	901586	internal+	3	2	{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
901587	901676	INTRON			{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
901677	901758	terminal+	3	3	{GlimmerHMM_glimmerT_4392-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 2.63 901884-903628 orient(+) score(5357.00) noncoding_equivalent(2035.00) raw_noncoding(2528.00) offset(493.00)
901884	902332	initial+	1	2	{GlimmerHMM_glimmerT_4393-T1;GlimmerHMM}
902333	902398	INTRON			{GeneMark_model.4686_t;GeneMark},{GlimmerHMM_glimmerT_4393-T1;GlimmerHMM},{Augustus_model.g3702.t1;Augustus}
902399	902545	internal+	3	2	{GeneMark_model.4686_t;GeneMark},{GlimmerHMM_glimmerT_4393-T1;GlimmerHMM},{Augustus_model.g3702.t1;Augustus}
902546	902614	INTRON			{GeneMark_model.4686_t;GeneMark},{GlimmerHMM_glimmerT_4393-T1;GlimmerHMM},{Augustus_model.g3702.t1;Augustus}
902615	902810	internal+	3	3	{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
902811	902885	INTRON			{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
902886	903221	internal+	1	3	{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
903222	903301	INTRON			{GeneMark_model.4686_t;GeneMark},{GlimmerHMM_glimmerT_4393-T1;GlimmerHMM},{Augustus_model.g3702.t1;Augustus}
903302	903427	internal+	1	3	{GeneMark_model.4686_t;GeneMark},{GlimmerHMM_glimmerT_4393-T1;GlimmerHMM},{Augustus_model.g3702.t1;Augustus}
903428	903489	INTRON			{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
903490	903519	internal+	1	3	{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
903520	903583	INTRON			{GeneMark_model.4686_t;GeneMark},{Augustus_model.g3702.t1;Augustus}
903584	903628	terminal+	1	3	{GeneMark_model.4686_t;GeneMark},{GlimmerHMM_glimmerT_4393-T1;GlimmerHMM},{Augustus_model.g3702.t1;Augustus}

# EVM prediction: Mode:STANDARD S-ratio: 7.10 903723-906308 orient(-) score(9375.00) noncoding_equivalent(1321.03) raw_noncoding(1428.00) offset(106.97)
904339	903723	terminal-	5	6	{GeneMark_model.4687_t;GeneMark},{GlimmerHMM_glimmerT_4394-T1;GlimmerHMM},{Augustus_model.g3703.t1;Augustus}
904400	904340	INTRON			{GeneMark_model.4687_t;GeneMark},{GlimmerHMM_glimmerT_4394-T1;GlimmerHMM},{Augustus_model.g3703.t1;Augustus}
904836	904401	internal-	4	4	{GeneMark_model.4687_t;GeneMark},{GlimmerHMM_glimmerT_4394-T1;GlimmerHMM},{Augustus_model.g3703.t1;Augustus}
904899	904837	INTRON			{GeneMark_model.4687_t;GeneMark},{GlimmerHMM_glimmerT_4394-T1;GlimmerHMM},{Augustus_model.g3703.t1;Augustus}
905906	904900	internal-	5	6	{GeneMark_model.4687_t;GeneMark},{GlimmerHMM_glimmerT_4394-T1;GlimmerHMM},{Augustus_model.g3703.t1;Augustus}
905965	905907	INTRON			{GeneMark_model.4687_t;GeneMark},{GlimmerHMM_glimmerT_4394-T1;GlimmerHMM},{Augustus_model.g3703.t1;Augustus}
906308	905966	initial-	4	4	{GlimmerHMM_glimmerT_4394-T1;GlimmerHMM}

# EVM prediction: Mode:STANDARD S-ratio: 3.02 908176-911450 orient(-) score(16837.00) noncoding_equivalent(5583.58) raw_noncoding(7178.00) offset(1594.42)
908448	908176	terminal-	4	6	{GlimmerHMM_glimmerT_4395-T1;GlimmerHMM},{GeneMark_model.4688_t;GeneMark},{HiQ_model.g3704.t1;HiQ}
908512	908449	INTRON			{GlimmerHMM_glimmerT_4395-T1;GlimmerHMM},{GeneMark_model.4688_t;GeneMark},{HiQ_model.g3704.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1647/Target=lcl|PJQD01000013_1_prot_POY75699_1_783;exonerate}
908812	908513	internal-	4	6	{GlimmerHMM_glimmerT_4395-T1;GlimmerHMM},{GeneMark_model.4688_t;GeneMark},{HiQ_model.g3704.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1647/Target=lcl|PJQD01000013_1_prot_POY75699_1_783;exonerate}
908871	908813	INTRON			{GlimmerHMM_glimmerT_4395-T1;GlimmerHMM},{GeneMark_model.4688_t;GeneMark},{HiQ_model.g3704.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1647/Target=lcl|PJQD01000013_1_prot_POY75699_1_783;exonerate}
909043	908872	internal-	6	6	{GlimmerHMM_glimmerT_4395-T1;GlimmerHMM},{GeneMark_model.4688_t;GeneMark},{HiQ_model.g3704.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1647/Target=lcl|PJQD01000013_1_prot_POY75699_1_783;exonerate}
909106	909044	INTRON			{GlimmerHMM_glimmerT_4395-T1;GlimmerHMM},{GeneMark_model.4688_t;GeneMark},{HiQ_model.g3704.t1;HiQ},{ev_type:exonerate/ID=match.2566964.1647/Target=lcl|PJQD01000013_1_prot_POY75699_1_783;exonerate}
